,Link,Name,Description,Actual_price,offer_price
170,/insight-cosmetics-color-rich-lipstick--nude-mauve/p/4924943780_nudemauve,Insight Cosmetics,Color Rich Lipstick - Nude Mauve,₹149,₹119
171,/daily-life-forever52-velvet-rose-matte-lipstick--rs020--latana/p/4919427850_latana,Daily Life Forever52,Velvet Rose Matte Lipstick - RS020 - Latana,₹615,₹483
172,/blue-heaven-powder-matte--apple-orchard-rm09/p/4919437880_appleorchard,BLUE HEAVEN,Powder Matte - Apple Orchard RM09,₹165,No Offer
173,/fashion-colour-vivid-matte-lipstick--02-soft-purple/p/4926567970_multi,Fashion Colour,Vivid Matte Lipstick - 02 Soft Purple,₹250,₹212
174,/clinic-plus-non-sticky-nourishing-hair-oil/p/4900023840_multi,CLINIC PLUS,Non Sticky Nourishing Hair Oil,₹54,No Offer
175,/maybelline-new-york-super-stay-matte-ink-liquid-lipstick--65-seductress/p/4916532920_65seductress,Maybelline New York,Super Stay Matte Ink Liquid Lipstick - 65 Seductress,₹468,₹367
176,/blue-heaven-powder-matte-dahlia-fields-pm02/p/4919437880_dahliafields,BLUE HEAVEN,Powder Matte -Dahlia Fields PM02,₹165,No Offer
177,/half-n-half-velvet-matte-lip-stick--3-russian-red/p/4929272450_red,HALF N HALF,Velvet Matte Lip Stick - 3 Russian Red,₹249,₹211
178,/l-oreal-paris-women-rouge-signature-matte-liquid-lipstick--149-i-enchant/p/4919386360_149ienchant,L'Oreal Paris,Women Rouge Signature Matte Liquid Lipstick - 149 I Enchant,₹639,No Offer
179,/renee-fab-5-5-in-1-lipstick/p/4932890190_multicolor,Renee,Fab 5 5-in-1 Lipstick,₹750,₹637
180,/lakme-absolute-3d-lipstick-plum-spell/p/4916466450_plumspell,LAKME,Absolute 3D Lipstick Plum Spell,₹619,₹495
181,/maybelline-new-york-new-york-super-stay-matte-ink-liquid-lipstick--5-ml/p/4919383710_initiator,Maybelline New York,New York Super Stay Matte Ink Liquid Lipstick - 5 ml,₹468,₹367
182,/revlon-super-lustrous-matte-lipstick--superstar-brown-4-2-g-/p/4919416750_superstarbrown,REVLON,Super Lustrous Matte Lipstick - Superstar Brown (4.2 g),₹559,₹447
183,/makeup-revolution-remove-cheek--lip-baby-tint--coral/p/4926553650_coral,Makeup Revolution,Remove Cheek & Lip Baby Tint - Coral,₹424,₹339
184,/revlon-super-lustrous-matte-lipstick--audacious-mauve-4-2-g-/p/4919416750_audaciousmauve,REVLON,Super Lustrous Matte Lipstick - Audacious Mauve (4.2 g),₹583,₹458
185,/myglamm-manish-malhotra-soft-matte-lipstick-vegan-friendly-lipstick--peta-approved-cruelty-free-hydrating-long-wear-lipstick-blush-rose-/p/4915169320_blushrose,MyGlamm,Manish Malhotra Soft Matte Lipstick Vegan Friendly Lipstick - PETA Approved Cruelty-free Hydrating Long-wear Lipstick (Blush Rose),₹950,₹807
186,/swiss-beauty-non-transfer-waterproof-lipstick--mellow-drama/p/4936362130_multi,Swiss Beauty,Non-Transfer Waterproof Lipstick - Mellow Drama,₹319,₹255
187,/lakme-absolute-matte-ultimate-lip-color-with-argan-oil-rouge-splash/p/4915486460_rougesplash,LAKME,Absolute Matte Ultimate Lip Color with Argan Oil Rouge Splash,₹743,₹594
188,/maybelline-new-york-color-sensational-creamy-matte-lipstick--681-vibrant-violet/p/4913558680_multi,Maybelline New York,Color Sensational Creamy Matte Lipstick - 681 Vibrant Violet,₹253,₹202
189,/matt-look-non-transfer-lipstick--30-divine-wine/p/4929273770_maroon,Matt Look,Non-Transfer Lipstick - 30 Divine Wine,₹399,₹339
190,/l-oreal-paris-rouge-signature-matte-liquid-lipstick--143-i-liberate/p/4919386330_143iliberate,L'Oreal Paris,Rouge Signature Matte Liquid Lipstick - 143 I Liberate,₹719,No Offer
191,/maybelline-new-york-sensational-liquid-matte-lipstick/p/4919005700_softwine,Maybelline New York,Sensational Liquid Matte Lipstick,₹309,₹247
192,/l-oreal-paris-rouge-signature-matte-liquid-lipstick/p/4919385220_130iamaze7g,L'Oreal Paris,Rouge Signature Matte Liquid Lipstick,₹599,No Offer
193,/maybelline-new-york-super-stay-matte-ink-liquid-lip-135-globestick-trotter/p/4916532930_135globetrotter,Maybelline New York,Super Stay Matte Ink Liquid Lip- 135 Globestick Trotter,₹468,₹367
194,/revlon-lustrous-the-luscious-matte-lipstick--wild-thoughts/p/4928742550_wildthoughts,REVLON,Lustrous The Luscious Matte Lipstick - Wild Thoughts,₹583,₹458
195,/faces-canada-ultime-pro-matte-lip-crayon-peach-me-2-8-g-/p/4919415170_peach,Faces Canada,Ultime Pro Matte Lip Crayon- Peach Me (2.8 g),₹637,₹509
196,/lakme-9-to5-primer--matte-liquid-lip-color-mr4/p/4928482980_deepmaroon,LAKME,9 to5 Primer & Matte Liquid Lip Color- MR4,₹349,₹279
197,/chambor-matte-riot-282--bergamot-orange/p/4915255520_bergamotorange,CHAMBOR,Matte Riot 282 - Bergamot Orange,₹296,₹237
198,/sugar-cosmetics-smudge-me-not-go-bold-set-of-4-mini-liquid-lipstick/p/4924925050_multi,Sugar Cosmetics,Smudge Me Not Go Bold Set of 4 Mini Liquid Lipstick,₹999,No Offer
199,/l-oreal-paris-rouge-signature-matte-liquid-lipstick--144-i-conquer/p/4919386310_144iconquer,L'Oreal Paris,Rouge Signature Matte Liquid Lipstick - 144 I Conquer,₹719,No Offer
200,/miss-claire-soft-matte-lip-cream-no-14/p/4924930130_no14,Miss Claire,Soft Matte Lip Cream No 14,₹295,₹251
201,/lakme-absolute-3d-lipstick-british-brown/p/4916466450_britishbrown,LAKME,Absolute 3D Lipstick British Brown,₹619,₹495
202,/faces-canada-ultime-pro-matte-lip-crayon--wrapped-up/p/4919415040_orange,Faces Canada,Ultime Pro Matte Lip Crayon - Wrapped Up,₹637,₹509
203,/miss-claire-soft-matte-lip-cream-no-64/p/4924930130_no64,Miss Claire,Soft Matte Lip Cream No 64,₹225,₹191
204,/faces-canada-ultime-pro-matte-lip-crayon--blushing-nude/p/4919414980_nude,Faces Canada,Ultime Pro Matte Lip Crayon - Blushing Nude,₹594,₹475
205,/miss-claire-matte-power-lipcolor/p/4924927740_no5,Miss Claire,Matte Power Lipcolor,₹395,₹335
206,/faces-canada-matte-addiction-lipstick--09-delicate-plum/p/4936523320_purple,Faces Canada,Matte Addiction Lipstick - 09 Delicate Plum,₹659,₹528
207,/belora-paris-paris-long-kiss-liquid-lipstick--deep-kiss/p/4928738290_deepkiss,Belora Paris,Paris Long Kiss Liquid Lipstick - Deep Kiss,₹499,₹424
208,/house-of-makeup-good-on-you-hydra-matte-lipstick--tan-on-tan/p/4928742270_tanontan,House Of Makeup,Good on You Hydra Matte Lipstick - Tan on Tan,₹599,₹509
209,/miss-claire-soft-matte-lip-cream-no-5/p/4924930130_no05,Miss Claire,Soft Matte Lip Cream No 5,₹225,₹191
210,/mars-double-trouble-lip-crayon--05-bubblegum-mocha/p/4939138720_05bubblegummocha,MARS,Double Trouble Lip Crayon - 05 Bubblegum Mocha,₹349,₹296
211,/swiss-beauty-lip-stain-matte-lipstick--fuchsia-pink/p/4936359450_multi,Swiss Beauty,Lip Stain Matte Lipstick - Fuchsia Pink,₹254,₹203
212,/lovechild-masaba-for-the-kid-in-you-luxe-matte-lipstick--06-mint-to-be/p/4936540840_purple,LoveChild Masaba,For The Kid In You Luxe Matte Lipstick - 06 Mint-To-Be,₹600,₹510
213,/sugar-cosmetics-smudge-me-not-liquid-lipstick--14-teak-mystique/p/4914047320_14teakmystique,Sugar Cosmetics,Smudge Me Not Liquid Lipstick - 14 Teak Mystique,₹499,No Offer
214,/c-a-l-los-angeles-intense-matte-lipstick--paradise-pink/p/4928749890_paradisepink,C.a.l Los Angeles,Intense Matte Lipstick - Paradise Pink,₹260,₹221
215,/miss-claire-matte-power-lipcolor/p/4924927740_no7,Miss Claire,Matte Power Lipcolor,₹395,₹335
216,/chambor-matte-riot-257--mauve-rose/p/4915255520_mauverose,CHAMBOR,Matte Riot 257 - Mauve Rose,₹296,₹237
217,/miss-claire-mega-matte-lipstick-no-13/p/4924927410_no13,Miss Claire,Mega Matte Lipstick- No 13,₹250,₹212
218,/swiss-beauty-non-transfer-matte-lip-crayon--purple-villain/p/4936361880_multi,Swiss Beauty,Non-Transfer Matte Lip Crayon - Purple Villain,₹254,₹203
219,/swiss-beauty-on-the-move-lip-palette--01-bold-shade/p/4936361890_multi,Swiss Beauty,On The Move Lip Palette - 01 Bold Shade,₹212,₹170
220,/lakme-9-to5-primer--matte-liquid-lip-color-mb1/p/4928482980_hustlingnude,LAKME,9 to5 Primer & Matte Liquid Lip Color- MB1,₹349,₹279
221,/myglamm-manish-malhotra-hi-shine-lipstick--french-praline/p/4926545070_multi,MyGlamm,Manish Malhotra Hi-shine Lipstick - French Praline,₹799,₹679
222,/blue-heaven-powder-matte-ruby-glow-rm03/p/4919437880_rubyglow,BLUE HEAVEN,Powder Matte -RUBY GLOW RM03,₹165,No Offer
223,/fashion-colour-non-transfer-matt-waterproof-lipstick--52-fuscous/p/4926541640_multi,Fashion Colour,Non-Transfer Matt Waterproof Lipstick - 52 Fuscous,₹400,₹340
224,/swiss-beauty-non-transfer-matte-crayon-lipstick--red-flag/p/4936361680_multi,Swiss Beauty,Non-Transfer Matte Crayon Lipstick - Red Flag,₹212,₹170
225,/sery-mattish-lipstick--soo/p/4932874850_nude,Sery,Mattish Lipstick - Soo,₹549,₹466
226,/blue-heaven-powder-matte-tulip-pink-pm04/p/4919437880_tulippink,BLUE HEAVEN,Powder Matte -Tulip Pink PM04,₹165,No Offer
227,/renee-fab-bullet-lipstick--l05-hot-pink/p/4929263300_pink,Renee,Fab Bullet Lipstick - L05 Hot Pink,₹199,₹169
228,/fashion-colour-soft-lip-mousse--22-smoky-rose/p/4926584690_multi,Fashion Colour,Soft Lip Mousse - 22 Smoky Rose,₹300,₹255
229,/miss-claire-mega-matte-lipstick-no-19/p/4924927410_no19,Miss Claire,Mega Matte Lipstick- No 19,₹250,₹212
230,/faces-canada-comfy-matte-crayon--03-lipsync/p/4936523510_03lipsync,Faces Canada,Comfy Matte Crayon - 03 Lipsync,₹339,₹271
231,/half-n-half-velvet-mr-lady-bug/p/4929272710_purple,HALF N HALF,Velvet Mr Lady Bug,₹249,₹211
232,/miss-claire-mega-matte-lipstick-no-05/p/4924927410_no5,Miss Claire,Mega Matte Lipstick- No 05,₹250,₹212
233,/insight-cosmetics-color-rich-lipstick--rockstar-red/p/4924943780_rockstarred,Insight Cosmetics,Color Rich Lipstick - Rockstar Red,₹149,₹119
234,/makeup-revolution-rose-gold-diamond-life/p/4919444050_diamondlife,Makeup Revolution,Rose Gold Diamond Life,₹553,₹442
235,/chambor-matte-riot-255--matte-magnolia/p/4915255520_mattemagnolia,CHAMBOR,Matte Riot 255 - Matte Magnolia,₹296,₹237
236,/miss-claire-mega-matte-lipstick-no-20/p/4924927410_no20,Miss Claire,Mega Matte Lipstick- No 20,₹250,₹212
237,/miss-claire-mega-matte-lipstick-no-08/p/4924927410_no8,Miss Claire,Mega Matte Lipstick- No 08,₹250,₹212
238,/blue-heaven-hyperstay-matte--blush-red-10/p/4919437760_blushred,BLUE HEAVEN,Hyperstay Matte - Blush Red-10,₹135,No Offer
239,/miss-claire-mega-matte-lipstick-no-03/p/4924927410_no3,Miss Claire,Mega Matte Lipstick- No 03,₹250,₹212
240,/faces-canada-ultime-pro-matte-lip-crayon--put-me-on/p/4919415090_pink,Faces Canada,Ultime Pro Matte Lip Crayon - Put Me On,₹594,₹475
241,/blue-heaven-hyperstay-matte--hot-pink-08/p/4919437760_hotpink,BLUE HEAVEN,Hyperstay Matte - Hot Pink-08,₹135,No Offer
242,/lakme-absolute-3d-lipstick--pink-passion/p/4916466450_pink,LAKME,Absolute 3D Lipstick - Pink Passion,₹619,₹495
243,/lakme-9-to5-primer--matte-liquid-lip-color-mr1/p/4928482980_fieryscarlet,LAKME,9 to5 Primer & Matte Liquid Lip Color- MR1,₹349,₹279
244,/myglamm-lit-liquid-velvet-matte-lipstick--senorita-3-ml-/p/4915255320_senorita,MyGlamm,Lit Liquid Velvet Matte Lipstick - Senorita (3 ml),₹395,₹335
245,/matt-look-crush-velvet-mousse-liquid-lipstick--antique-maroon/p/4929274610_maroon,Matt Look,Crush Velvet Mousse Liquid Lipstick - Antique Maroon,₹195,₹166
246,/matt-look-matte-crush-velvet-mousse-liquid-lipstick--go-red/p/4929274550_red,Matt Look,Matte Crush Velvet Mousse Liquid Lipstick - Go Red,₹195,₹166
247,/maybelline-new-york-new-york-super-stay-matte-ink-liquid-lipstick--5-ml/p/4919383710_ringleader,Maybelline New York,New York Super Stay Matte Ink Liquid Lipstick - 5 ml,₹468,₹367
248,/fashion-colour-kiss-lip-no-transfer-lipstick--89-bella/p/4926560140_multi,Fashion Colour,Kiss Lip No Transfer Lipstick - 89 Bella,₹299,₹254
249,/maybelline-new-york-color-show-intense-lip-crayon-dark-chocolate/p/4919383250_darkchocolate,Maybelline New York,Color Show Intense Lip Crayon- Dark Chocolate,₹307,₹246
250,/maybelline-new-york-super-stay-matte-ink-liquid-lipstick/p/4916532930_210versatile,Maybelline New York,Super Stay Matte Ink Liquid Lipstick,₹468,₹367
251,/maybelline-new-york-super-stay-crayon-lipstick--25-stay-exceptional-1-2-gm/p/4919005620_stayexceptional,Maybelline New York,Super Stay Crayon Lipstick - 25 Stay Exceptional -1.2 gm,₹575,₹451
252,/colorbar-sinful-matte-lipstick--3-5-gm/p/4915592120_envious005pink,COLORBAR,Sinful Matte Lipstick - 3.5 gm,"₹1,200","₹1,019"
253,/m-a-c-cremesheen-lipstick--creme-in-your-coffee/p/4943424650_cremeinyourcoffee,M.A.C,Cremesheen Lipstick - Creme In Your Coffee,"₹2,300","₹2,070"
254,/maybelline-new-york-super-stay-ink-crayon-lipstick-20-enjoy-the-view/p/4919005620_enjoytheview,Maybelline New York,Super Stay Ink Crayon Lipstick 20 Enjoy The View,₹575,₹451
255,/m-a-c-powder-kiss-lipstick/p/410278664_na,M.A.C,Powder Kiss Lipstick,"₹2,200",No Offer
256,/elle-18-liquid-lip-color-pink-ballet/p/4926599600_pinkballet,ELLE 18,Liquid Lip Color- Pink Ballet,₹349,₹296
257,/wet-n-wild-mega-last-catsuit-matte-lipstick-berry-recognize/p/4924922320_berryrecognize,Wet N Wild,Mega Last Catsuit Matte Lipstick- Berry Recognize,₹390,No Offer
258,/revlon-super-lustrous-lipstick--love-is-on/p/4900326380_vixen,REVLON,Super Lustrous Lipstick - Love is On,₹623,₹489
259,/myglamm-manish-malhotra-liquid-matte-lipstick-wild-queen--7-gm/p/4915190200_wildqueen,MyGlamm,Manish Malhotra Liquid Matte Lipstick (Wild Queen) - 7 gm,₹799,₹679
260,/maybelline-new-york-sensational-liquid-matte-lipstick--nu02-strip-it-off/p/4928755540_nu02stripitoff,Maybelline New York,Sensational Liquid Matte Lipstick - NU02 Strip It Off,₹309,₹247
261,/myglamm-manish-malhotra-liquid-matte-lipstick-envy-me-9-07-gm/p/4915190200_envyme,MyGlamm,Manish Malhotra Liquid Matte Lipstick (Envy Me)-9.07 gm,₹799,₹679
262,/miss-claire-soft-matte-lip-cream-no-2/p/4924930130_no02,Miss Claire,Soft Matte Lip Cream No 2,₹295,₹251
263,/sugar-cosmetics-matte-attack-transferproof-lipstick--15-salmon-republic-deep-salmon-pink-/p/4923681880_15salmonrepublic,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 15 Salmon Republic (Deep Salmon Pink),₹749,No Offer
264,/maybelline-new-york-color-sensational-ultimattes-lipstick--more-scarlet/p/4931924710_red,Maybelline New York,Color Sensational Ultimattes Lipstick - More Scarlet,₹423,₹332
265,/flormar-deluxe-cashmere-lipstick-stylo-dc28-absolute-nude/p/4919075080_absolutenude,Flormar,Deluxe Cashmere Lipstick Stylo Dc28- Absolute Nude,₹500,₹425
266,/revlon-lustrous-the-luscious-matte-lipstick--kiss--tell/p/4928742550_kisstell,REVLON,Lustrous The Luscious Matte Lipstick - Kiss & Tell,₹615,₹483
267,/revlon-colorstay-overtime-lip-color--relentless-raisin-8-ml-/p/4919416600_relentlessraisin,REVLON,Colorstay Overtime Lip Color - Relentless Raisin (8 ml),₹871,₹684
268,/maybelline-new-york-color-sensational-creamy-matte-lipstick/p/4913558680_685cravingcoral,Maybelline New York,Color Sensational Creamy Matte Lipstick,₹253,₹202
269,/blue-heaven-powder-matte-flaming-red-rm08/p/4919437880_flamingred,BLUE HEAVEN,Powder Matte -flaming Red RM08,₹165,No Offer
270,/blue-heaven-powder-matte-pink-dust-pm03/p/4919437880_pinkdust,BLUE HEAVEN,Powder Matte -Pink Dust PM03,₹165,No Offer
271,/blue-heaven-hyperstay-matte--coco-crazy-06/p/4919437760_cococrazy,BLUE HEAVEN,Hyperstay Matte - Coco Crazy-06,₹135,No Offer
272,/maybelline-new-york-color-show-intense-lip-crayon--deep-coral/p/4919383250_deepcoral,Maybelline New York,Color Show Intense Lip Crayon - Deep Coral,₹327,₹262
273,/miss-claire-mega-matte-lipstick-no-10/p/4924927410_no10,Miss Claire,Mega Matte Lipstick- No 10,₹250,₹212
274,/revlon-super-lustrous-matte-lipstick--show-stopper-4-2-g-/p/4919416750_showstopper,REVLON,Super Lustrous Matte Lipstick - Show Stopper (4.2 g),₹623,₹489
275,/revlon-colorstay-satin-ink-liquid-lip-color--partner-in-crime/p/4931114790_pink,REVLON,Colorstay Satin Ink Liquid Lip Color - Partner In Crime,₹699,₹559
276,/l-oreal-paris-women-rouge-signature-matte-liquid-lipstick--129-i-lead/p/4919385210_129ilead7g,L'Oreal Paris,Women Rouge Signature Matte Liquid Lipstick - 129 I Lead,₹674,No Offer
277,/m-a-c-retro-matte-liquid-lip-colour--dance-with-me/p/4919418800_dancewithme,M.A.C,Retro Matte Liquid Lip Colour - Dance with Me,"₹2,800","₹2,520"
278,/lakme-9-to5-primer--matte-liquid-lip-color-mm1/p/4928482980_edgymauve,LAKME,9 to5 Primer & Matte Liquid Lip Color- MM1,₹349,₹279
279,/lakme-9-to5-primer--matte-liquid-lip-color-mp3/p/4928482980_dustyrose,LAKME,9 to5 Primer & Matte Liquid Lip Color- MP3,₹349,₹279
280,/lakme-9-to5-primer--matte-liquid-lip-color-mm2/p/4928482980_passionberry,LAKME,9 to5 Primer & Matte Liquid Lip Color- MM2,₹349,₹279
281,/chambor-wear-transferproof-liquid-lipstick--fire-brick-439/p/4915256130_firebrick439,CHAMBOR,Wear Transferproof Liquid Lipstick - Fire Brick 439,₹845,₹718
282,/forest-essentials-tinted-lip-serum-madhu-rasa-lipstick--anar-rasa/p/4937172710_red,Forest Essentials,Tinted Lip Serum Madhu Rasa Lipstick - Anar Rasa,"₹1,758","₹1,493"
283,/maybelline-new-york-super-stay-crayon-lipstick--35-treat-yourself--1-2-gm/p/4919005620_treatyourself,Maybelline New York,Super Stay Crayon Lipstick - 35 Treat Yourself - 1.2 gm,₹575,₹451
284,/sugar-cosmetics-sugar-mat-attack-lipstick-17gratefulred/p/4923681880_17gratefulred,Sugar Cosmetics,Sugar mat attack lipstick 17gratefulred,₹749,No Offer
285,/insight-cosmetics-color-rich-lipstick--grape-riot/p/4924943780_graperiot,Insight Cosmetics,Color Rich Lipstick - Grape Riot,₹149,₹119
286,/maybelline-new-york-color-sensational-ultimattes-lipstick--more-ruby/p/4931924700_red,Maybelline New York,Color Sensational Ultimattes Lipstick - More Ruby,₹461,₹362
287,/sugar-cosmetics-matte-attack-transferproof-lipstick--08-daft-pink/p/4923681880_08daftpink,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 08 Daft Pink,₹749,No Offer
288,/miss-claire-mega-matte-lipstick-no-12/p/4924927410_no12,Miss Claire,Mega Matte Lipstick- No 12,₹250,₹212
289,/myglamm-set-of-3-makeup-collection-mini-lip-kit--power-trip/p/4926556790_multicolor,MyGlamm,Set of 3 Makeup Collection Mini Lip Kit - Power Trip,₹349,₹296
290,/miss-claire-soft-matte-lip-cream-no-11/p/4924930130_no11,Miss Claire,Soft Matte Lip Cream No 11,₹225,₹191
291,/colorbar-sinful-matte-lipstick--3-5-gm/p/4915592120_domedarling022,COLORBAR,Sinful Matte Lipstick - 3.5 gm,"₹1,200","₹1,019"
292,/revlon-lustrous-the-luscious-matte-lipstick--show-off/p/4928742550_showoff,REVLON,Lustrous The Luscious Matte Lipstick - Show Off,₹615,₹483
293,/coloressence-matte-lipstick--cherry-tan/p/4929257720_red,COLORESSENCE,Matte Lipstick - Cherry Tan,₹299,₹254
294,/colorbar-sinful-matte-lipstick--3-5-gm/p/4915592120_devilish002rust,COLORBAR,Sinful Matte Lipstick - 3.5 gm,"₹1,200","₹1,019"
295,/wet-n-wild-megalast-liquid-catsuit-hi--shine-lipstick--bad-girl-s-club/p/4924923560_badgirlsclub,Wet N Wild,Megalast Liquid Catsuit Hi - Shine Lipstick - Bad Girl's Club,₹299,No Offer
296,/sugar-cosmetics-9-to-5-classics-set-of-4-mini-lipstick/p/4924925060_multi,Sugar Cosmetics,9 to 5 Classics Set of 4 Mini Lipstick,₹999,No Offer
297,/colorbar-sinful-matte-lipcolor--027-dirty-datey/p/4928742980_dirtydate,COLORBAR,Sinful Matte Lipcolor - 027 Dirty Datey,"₹1,299","₹1,103"
298,/m-a-c-mini-lipstick--runway-hit/p/4919419960_multi,M.A.C,Mini Lipstick - Runway Hit,"₹1,450","₹1,305"
299,/miss-claire-soft-matte-lip-cream-no-42/p/4924930130_no42,Miss Claire,Soft Matte Lip Cream No 42,₹295,₹251
300,/sery-mattish-lipstick--bash/p/4932874550_brown,Sery,Mattish Lipstick - Bash,₹549,₹466
301,/sery-mattish-lipstick--first-kiss/p/4932874870_nude,Sery,Mattish Lipstick - First Kiss,₹549,₹466
302,/renee-stay-with-me-matte-liquid-lipstick--desire-for-brown/p/4929277280_brown,Renee,Stay With Me Matte Liquid Lipstick - Desire For Brown,₹599,₹509
303,/miss-claire-soft-matte-lip-cream-no-15/p/4924930130_no15,Miss Claire,Soft Matte Lip Cream No 15,₹225,₹191
304,/l-oreal-paris-rouge-signature-matte-liquid-lipstick--128-i-decide/p/4919385200_128idecide7g,L'Oreal Paris,Rouge Signature Matte Liquid Lipstick - 128 I Decide,₹559,No Offer
305,/kiro-non-stop-airy-matte-liquid-lipstick--nutmeg-nude-12/p/4926569100_nude,Kiro,Non-Stop Airy Matte Liquid Lipstick - Nutmeg Nude 12,₹875,₹743
306,/swiss-beauty-non-transfer-matte-lip-crayon--night-out/p/4936361800_multi,Swiss Beauty,Non Transfer Matte Lip Crayon - Night Out,₹254,₹203
307,/lakme-9-to5-primer--matte-liquid-lip-color-mr3/p/4928482980_vividcrimson,LAKME,9 to5 Primer & Matte Liquid Lip Color- MR3,₹349,₹279
308,/makeup-revolution-remove-baby-lipstick--vision/p/4926598350_coral,Makeup Revolution,Remove Baby Lipstick - Vision,₹254,₹203
309,/half-n-half-matte-lip-crayon--09-pink-fusion/p/4929272900_pink,HALF N HALF,Matte Lip Crayon - 09 Pink Fusion,₹299,₹254
310,/m-a-c-retro-matte-liquid-lip-colour--carnivorous/p/4919418820_multi,M.A.C,Retro Matte Liquid Lip Colour - Carnivorous,"₹2,800","₹2,520"
311,/sery-mattish-lipstick--honey/p/4932874810_brown,Sery,Mattish Lipstick - Honey,₹549,₹466
312,/makeup-revolution-remove-baby-lipstick--manifest/p/4926593920_nude,Makeup Revolution,Remove Baby Lipstick - Manifest,₹254,₹203
313,/sugar-cosmetics-smudge-me-not-liquid-lipstick--42-toast-roast/p/4914047320_42toastroast,Sugar Cosmetics,Smudge Me Not Liquid Lipstick - 42 Toast Roast,₹499,No Offer
314,/sugar-cosmetics-smudge-me-not-liquid-lipstick--51-fine-wine/p/4914047320_51finewine,Sugar Cosmetics,Smudge Me Not Liquid Lipstick - 51 Fine Wine,₹499,No Offer
315,/miss-claire-mega-matte-lipstick-no-14/p/4924927410_no14,Miss Claire,Mega Matte Lipstick- No 14,₹250,₹212
316,/lottie-london-slay-all-day-lip-kit--hun/p/4926537580_purple,Lottie London,Slay All Day Lip Kit - Hun,"₹1,050",₹892
317,/makeup-revolution-remove-baby-lipstick--vision/p/4926598350_coral,Makeup Revolution,Remove Baby Lipstick - Vision,₹254,₹203
318,/sery-mattish-lipstick--honey/p/4932874810_brown,Sery,Mattish Lipstick - Honey,₹549,₹466
319,/makeup-revolution-remove-baby-lipstick--believe/p/4926595970_nude,Makeup Revolution,Remove Baby Lipstick - Believe,₹254,₹203
320,/myglamm-manish-malhotra-beauty-hi-shine-lipstick--almond-crme/p/4926547410_multicolor,MyGlamm,Manish Malhotra Beauty Hi Shine Lipstick - Almond Crme,₹799,₹679
321,/miss-claire-mega-matte-lipstick-no-16/p/4924927410_no16,Miss Claire,Mega Matte Lipstick- No 16,₹250,₹212
322,/l-oreal-paris-rouge-signature-matte-liquid-lipstick/p/4919386270_150idominate,L'Oreal Paris,Rouge Signature Matte Liquid Lipstick,₹639,No Offer
323,/swiss-beauty-lip-stain-matte-lipstick--peaches-n-cream/p/4936359430_multi,Swiss Beauty,Lip Stain Matte Lipstick - Peaches N Cream,₹254,₹203
324,/neyah-matte-perfect-lipstick--mpl119-fuchsia/p/4926608720_pink,Neyah,Matte Perfect Lipstick - MPL119 Fuchsia,₹199,₹169
325,/sugar-cosmetics-matte-attack-transferproof-lipstick--13-plums-n-roses-deep-reddish-plum-/p/4923681880_13plumsnroses,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 13 Plums N Roses (Deep Reddish Plum),₹749,No Offer
326,/lakme-9-to5-primer--matte-liquid-lip-color-mm3/p/4928482980_crispwine,LAKME,9 to5 Primer & Matte Liquid Lip Color- MM3,₹349,₹279
327,/charmacy-milano-stunning-longstay-liquid-lip--coco-bear-no-23/p/4924955210_cocobear23,Charmacy Milano,Stunning Longstay Liquid Lip - Coco Bear No. 23,₹525,₹420
328,/lakme-9-to5-primer--matte-liquid-lip-color-mr2/p/4928482980_drivenred,LAKME,9 to5 Primer & Matte Liquid Lip Color- MR2,₹349,₹279
329,/m-a-c-retro-matte-liquid-lip-colour--carnivorous/p/4919418820_multi,M.A.C,Retro Matte Liquid Lip Colour - Carnivorous,"₹2,800","₹2,520"
330,/m-a-c-powder-kiss-velvet-blur-slim-lipstick--devoted-to-chili/p/4936843020_red,M.A.C,Powder Kiss Velvet Blur Slim Lipstick - Devoted To Chili,"₹3,100","₹2,790"
331,/mars-super-stay-non-transfer-lipstick--09-paradise/p/4939138880_09paradise,MARS,Super Stay Non-Transfer Lipstick - 09 Paradise,₹279,₹237
332,/makeup-revolution-remove-baby-lipstick--manifest/p/4926593920_nude,Makeup Revolution,Remove Baby Lipstick - Manifest,₹254,₹203
333,/lakme-9-to5-primer--matte-liquid-lip-color-mp2/p/4928482980_powerpink,LAKME,9 to5 Primer & Matte Liquid Lip Color- MP2,₹349,₹279
334,/miss-claire-mega-matte-lipstick-no-09/p/4924927410_no9,Miss Claire,Mega Matte Lipstick- No 09,₹250,₹212
335,/matt-look-crus-walnut-peach/p/4929274790_peach,Matt Look,Crus Walnut Peach,₹195,₹166
336,/maybelline-new-york-color-show-intense-lip-crayon--fierce-fuchsia/p/4919383250_fiercefuchsia,Maybelline New York,Color Show Intense Lip Crayon - Fierce Fuchsia,₹327,₹262
337,/lakme-9-to5-primer--matte-liquid-lip-color-mm4/p/4928482980_dynamicpurple,LAKME,9 to5 Primer & Matte Liquid Lip Color- MM4,₹349,₹279
338,/daily-life-forever52-velvet-rose-matte-lipstick--rs013--camellia/p/4919427850_camellia,Daily Life Forever52,Velvet Rose Matte Lipstick - RS013 - Camellia,₹615,₹483
