,Link,Name,Description,Actual_price,offer_price
339,/lakme-9-to5-primer--matte-liquid-lip-color-mr3/p/4928482980_vividcrimson,LAKME,9 to5 Primer & Matte Liquid Lip Color- MR3,₹349,₹279
340,/m-a-c-powder-kiss-lipstick--mull-it-over/p/410278657_na,M.A.C,Powder Kiss Lipstick - Mull It Over,"₹2,550","₹2,295"
341,/matt-look-non-transfer-lipstick--11-cafe-frappe/p/4929273580_maroon,Matt Look,Non-Transfer Lipstick - 11 Cafe Frappe,₹399,₹339
342,/sugar-cosmetics-smudge-me-not-liquid-lipstick--17-fiery-berry/p/4914047320_17fieryberry,Sugar Cosmetics,Smudge Me Not Liquid Lipstick - 17 Fiery Berry,₹499,No Offer
343,/myglamm-ultimatte-long-stay-matte-lipstick--bombshell/p/4919413650_bombshell,MyGlamm,UltiMatte Long Stay Matte Lipstick - Bombshell,₹549,₹466
344,/chambor-matte-riot-288--coffee-karma/p/4915255520_coffeekarma,CHAMBOR,Matte Riot 288 - Coffee Karma,₹296,₹237
345,/simply-nam-comfort-wear-matte-lipstick--puneeta/p/4936367080_pink,SIMPLY NAM,Comfort Wear Matte Lipstick - Puneeta,"₹1,299","₹1,103"
346,/revlon-lustrous-the-luscious-matte-lipstick--hot-date/p/4928742550_hotdate,REVLON,Lustrous The Luscious Matte Lipstick - Hot Date,₹615,₹483
347,/revlon-colorstay-overtime-lip-color-eternally-tan-8-ml-/p/4919416600_eternallytan,REVLON,Colorstay Overtime Lip Color -Eternally Tan (8 ml),₹871,₹684
348,/charmacy-milano-flattering-nude-lipstick--02-bed-time-flirt/p/4937228090_02bedtimeflirt,Charmacy Milano,Flattering Nude Lipstick - 02 Bed Time Flirt,₹487,₹389
349,/myglamm-lit-satin-matte-lipstick--lust-stories-4-54-g-/p/4914746150_luststories,MyGlamm,LIT Satin Matte Lipstick - Lust Stories (4.54 g),₹495,₹420
350,/disguise-cosmetics-feather-light-matte-liquid-lip-cream--30-pretty-nude/p/4924957430_30prettynude,Disguise Cosmetics,Feather Light Matte Liquid Lip Cream - 30 Pretty Nude,₹700,₹594
351,/revlon-lustrous-the-luscious-matte-lipstick--black-cherry/p/4928742550_blackcherry,REVLON,Lustrous The Luscious Matte Lipstick - Black Cherry,₹583,₹458
352,/chambor-extreme-matte-long-wear-lip-colour-make-up-les-meringues-collection/p/4926529710_multi,CHAMBOR,Extreme Matte Long Wear Lip Colour Make up Les Meringues Collection,₹537,₹430
353,/daily-life-forever52-velvet-rose-matte-lipstick--rs004--malibu/p/4919427850_malibu,Daily Life Forever52,Velvet Rose Matte Lipstick - RS004 - Malibu,₹615,₹483
354,/anastasia-beverly-hills-satin-lipstick--rose-dream/p/4937127220_pink,Anastasia Beverly hills,Satin Lipstick - Rose Dream,"₹2,600","₹2,210"
355,/sugar-cosmetics-matte-attack-transferproof-lipstick--03-the-grandberries/p/4923681880_03thegrandberries,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 03 The Grandberries,₹749,No Offer
356,/revlon-colorstay-satin-ink-liquid-lip-color--eyes-on-you/p/4931114780_pink,REVLON,Colorstay Satin Ink Liquid Lip Color - Eyes On You,₹729,₹572
357,/colorbar-sinful-matte-lipstick--3-5-gm/p/4915592120_stripped016,COLORBAR,Sinful Matte Lipstick - 3.5 gm,"₹1,299","₹1,103"
358,/make-up-academy-velvet-matte-lipstick--sassy/p/4932882170_multicolor,MAKE UP ACADEMY,Velvet Matte Lipstick - Sassy,₹400,₹340
359,/clinique-pop-lip-colour--plum-pop/p/4919420710_plumpop,Clinique,Pop Lip Colour - Plum Pop,"₹2,300","₹2,070"
360,/faces-canada-ultime-pro-matte-lip-crayon--date-night/p/4919414970_purple,Faces Canada,Ultime Pro Matte Lip Crayon - Date Night,₹637,₹509
361,/sery-stay-on-matte-crayon-lipstick--rustic-rush/p/4929260910_pink,Sery,Stay On Matte Crayon Lipstick - Rustic Rush,₹699,₹594
362,/bella-voste-sheer-creme-lust-lipstick--go-for-peach-24-/p/4929265290_orange,Bella Voste,Sheer Creme Lust Lipstick - Go For Peach (24),₹225,₹191
363,/sery-mattish-glam-godess-lip-stick/p/4932874930_red,Sery,Mattish Glam Godess Lip Stick,₹549,₹466
364,/daily-life-forever52-velvet-rose-matte-lipstick--rs006--elizabeth/p/4919427850_elizabeth,Daily Life Forever52,Velvet Rose Matte Lipstick - RS006 - Elizabeth,₹615,₹483
365,/sugar-cosmetics-matte-attack-transferproof-lipstick--06-spring-crimson/p/4923681880_06springcrimson,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 06 Spring Crimson,₹699,No Offer
366,/half-n-half-velvet-matte-lip-stick--25-dark-chocolate/p/4929272690_brown,HALF N HALF,Velvet Matte Lip Stick - 25 Dark Chocolate,₹249,₹211
367,/miss-claire-soft-matte-lip-cream-no-21/p/4924930130_no21,Miss Claire,Soft Matte Lip Cream No 21,₹225,₹191
368,/l-oreal-paris-women-rouge-signature-matte-liquid-lipstick--105-i-rule/p/4919385260_105irule,L'Oreal Paris,Women Rouge Signature Matte Liquid Lipstick - 105 I Rule,₹674,No Offer
369,/sugar-cosmetics-matte-attack-transferproof-lipstick--14-caffeine-bandit-chocolate-brown-/p/4923681880_14caffeinebandit,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 14 Caffeine Bandit (Chocolate Brown),₹749,No Offer
370,/faces-canada-ultime-pro-matte-lip-crayon--majestic-rose/p/4919415110_maroon,Faces Canada,Ultime Pro Matte Lip Crayon - Majestic Rose,₹637,₹509
371,/matt-look-look-stay-matte-lipstick--08-divine-wine/p/4936431160_pink,Matt Look,Look Stay Matte Lipstick - 08 Divine Wine,₹225,₹191
372,/makeup-revolution-remove-baby-lipstick--achieve/p/4926535830_red,Makeup Revolution,Remove Baby Lipstick - Achieve,₹254,₹203
373,/flormar-supershine-lipstick-521-absolute-fuchsia/p/4919075570_absolutefuchsia,Flormar,Supershine Lipstick 521- Absolute Fuchsia,₹275,₹234
374,/sugar-cosmetics-pink-paradise-set-of-4-mini-lipstick/p/4924925040_multi,Sugar Cosmetics,Pink Paradise Set of 4 Mini Lipstick,₹999,No Offer
375,/colorbar-sinful-matte-lipstick--3-5-gm/p/4915592120_kinky013,COLORBAR,Sinful Matte Lipstick - 3.5 gm,"₹1,200","₹1,019"
376,/coloressence-matte-lipstick--volcano/p/4926597170_red,COLORESSENCE,Matte Lipstick - Volcano,₹299,₹254
377,/miss-claire-soft-matte-lip-cream-no10/p/4924930130_no10,Miss Claire,Soft Matte Lip Cream No10,₹295,₹251
378,/insight-cosmetics-non-transfer-matte-lipstick--outlandish/p/4924943390_outlandish,Insight Cosmetics,Non Transfer Matte Lipstick - Outlandish,₹279,₹223
379,/myglamm-set-of-3-makeup-collection-mini-lip-kit--pretty-mess/p/4926555040_multicolor,MyGlamm,Set of 3 Makeup Collection Mini Lip Kit - Pretty Mess,₹349,₹296
380,/insight-cosmetics-non-transfer-matte-lipstick--wicked/p/4924943390_wicked,Insight Cosmetics,Non Transfer Matte Lipstick - Wicked,₹252,₹202
381,/colorbar-sexy-kiss-proof-gel-lipcolor--001-steamy/p/4928741570_steamy001,COLORBAR,Sexy Kiss Proof Gel Lipcolor - 001 Steamy,₹850,₹722
382,/revlon-super-lustrous-matte-lipstick--purple-aura-4-2-g-/p/4919416750_purpleaura,REVLON,Super Lustrous Matte Lipstick - Purple Aura (4.2 g),₹543,₹426
383,/m-a-c-powder-kiss-liquid-lipcolour-lipstick--make-love-to-the-camera/p/410278779_na,M.A.C,Powder Kiss Liquid Lipcolour Lipstick - Make Love To The Camera,"₹3,100",No Offer
384,/renee-fab-face-nude/p/4926555710_multi,Renee,Fab Face Nude,₹750,₹637
385,/sugar-cosmetics-mettle-satin-lipstick--03-emma/p/4915188310_03emma,Sugar Cosmetics,Mettle Satin Lipstick - 03 Emma,₹999,No Offer
386,/revlon-colorstay-overtime-lip-color-forever-scarlett-8-ml-/p/4919416600_foreverscarlett,REVLON,Colorstay Overtime Lip Color -Forever Scarlett (8 ml),₹975,₹780
387,/myglamm-lit-liquid-velvet-matte-lipstick--bad-guy-3-ml-/p/4915255320_badguy,MyGlamm,Lit Liquid Velvet Matte Lipstick - Bad Guy (3 ml),₹395,₹335
388,/colorbar-sexy-kiss-proof-gel-lipcolor--003-slinky/p/4928741570_slinky003,COLORBAR,Sexy Kiss Proof Gel Lipcolor - 003 Slinky,₹850,₹722
389,/revlon-colorstay-satin-ink-liquid-lip-color--your-go-to/p/4931114750_peach,REVLON,Colorstay Satin Ink Liquid Lip Color - Your Go To,₹699,₹559
390,/myglamm-manish-malhotra-soft-matte-lipstick-romantic-rouge--4-54g/p/4915169320_romanticrouge,MyGlamm,Manish Malhotra Soft Matte Lipstick (Romantic Rouge) - 4.54g,₹799,₹679
391,/swiss-beauty-non-transfer-matte-crayon-lipstick--plum-pick/p/4936361720_multi,Swiss Beauty,Non-Transfer Matte Crayon Lipstick - Plum Pick,₹254,₹203
392,/sugar-cosmetics-mettle-satin-lipstick--07-gabriella/p/4915188310_07gabriella,Sugar Cosmetics,Mettle Satin Lipstick - 07 Gabriella,₹999,No Offer
393,/myglamm-pose-hd-lipstick-4-54-g--peta-approved-vegan--long-lasting--rose-pink/p/4915172490_rosepink,MyGlamm,POSE HD Lipstick 4.54 g - PETA Approved Vegan & Long Lasting - Rose Pink,₹599,₹509
394,/makeup-revolution-powder-matte-lipstick--lust/p/4926583490_pink,Makeup Revolution,Powder Matte Lipstick - Lust,₹421,₹337
395,/fashion-colour-soft-lip-mousse--02-solar-coral/p/4928759290_solarcoral,Fashion Colour,Soft Lip Mousse - 02 Solar Coral,₹300,₹255
396,/fran-wilson-moodmatcher-pack-of-10-color-change-lipsticks/p/4936234820_multi,Fran Wilson Moodmatcher,Pack of 10 Color Change Lipsticks,"₹5,900","₹5,015"
397,/myglamm-manish-malhotra-soft-matte-lipstick-velvet-wine--4-54-g--peta-approved--vegan/p/4915169320_velvetwine,MyGlamm,Manish Malhotra Soft Matte Lipstick (Velvet Wine) - 4.54 g - PETA Approved & Vegan,₹799,₹679
398,/myglamm-lit-liquid-matte-lipstick--cupcake/p/4931927480_multicolor,MyGlamm,LIT Liquid Matte Lipstick - Cupcake,₹395,₹335
399,/myglamm-manish-malhotra-soft-matte-lipstick-pink-passion--4-54-g--cruelty-free--vegan/p/4915169320_pinkpassion,MyGlamm,Manish Malhotra Soft Matte Lipstick (Pink Passion) - 4.54 g - Cruelty Free & Vegan,₹950,₹807
400,/makeup-revolution-powder-matte-lipstick--teddy/p/4926581050_multicolor,Makeup Revolution,Powder Matte Lipstick - Teddy,₹421,₹337
401,/fashion-colour-non-transfer-matt-waterproof-lipstick--40-dull-violet/p/4926536330_multi,Fashion Colour,Non-Transfer Matt Waterproof Lipstick - 40 Dull Violet,₹400,₹340
402,/renee-stay-with-me-matte-lip-color--rage-of-red/p/4929263150_red,Renee,Stay with Me Matte Lip Color - Rage of Red,₹599,₹509
403,/revlon-lustrous-the-luscious-matte-lipstick--crushed-rubies/p/4928742550_crushedrubies,REVLON,Lustrous The Luscious Matte Lipstick - Crushed Rubies,₹615,₹483
404,/revlon-colorstay-satin-ink-liquid-lip-color--partner-in-wine/p/4931114880_pink,REVLON,Colorstay Satin Ink Liquid Lip Color - Partner In Wine,₹769,₹604
405,/sugar-cosmetics-matte-attack-transferproof-lipstick--14-caffeine-bandit-chocolate-brown-/p/4923681880_14caffeinebandit,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 14 Caffeine Bandit (Chocolate Brown),₹749,No Offer
406,/l-oreal-paris-rouge-signature-matte-liquid-lipstick-1--48-ihunt/p/4919386300_148ihunt,L'Oreal Paris,Rouge Signature Matte Liquid Lipstick 1 - 48 IHunt,₹719,No Offer
407,/revlon-colorstay-overtime-lip-color-ultimate-wine-8-ml-/p/4919416600_ultimatewine,REVLON,Colorstay Overtime Lip Color -Ultimate Wine (8 ml),₹975,₹780
408,/flormar-supershine-lipstick-521-absolute-fuchsia/p/4919075570_absolutefuchsia,Flormar,Supershine Lipstick 521- Absolute Fuchsia,₹275,₹234
409,/miss-claire-soft-matte-lip-cream-no-21/p/4924930130_no21,Miss Claire,Soft Matte Lip Cream No 21,₹225,₹191
410,/revlon-colorstay-satin-ink-liquid-lip-color--your-go-to/p/4931114750_peach,REVLON,Colorstay Satin Ink Liquid Lip Color - Your Go To,₹699,₹559
411,/revlon-colorstay-satin-ink-liquid-lip-color--partner-in-wine/p/4931114880_pink,REVLON,Colorstay Satin Ink Liquid Lip Color - Partner In Wine,₹769,₹604
412,/insight-cosmetics-non-transfer-matte-lipstick--wicked/p/4924943390_wicked,Insight Cosmetics,Non Transfer Matte Lipstick - Wicked,₹252,₹202
413,/myglamm-set-of-3-makeup-collection-mini-lip-kit--pretty-mess/p/4926555040_multicolor,MyGlamm,Set of 3 Makeup Collection Mini Lip Kit - Pretty Mess,₹349,₹296
414,/faces-canada-comfy-matte-pro-lip-colour--03-raise-your-wine/p/4932034190_03raiseyourwine,Faces Canada,Comfy Matte Pro Lip Colour - 03 Raise Your Wine,₹524,₹419
415,/renee-stay-with-me-matte-lip-color--rage-of-red/p/4929263150_red,Renee,Stay with Me Matte Lip Color - Rage of Red,₹599,₹509
416,/faces-canada-ultime-pro-matte-lip-crayon--midnight-rose/p/4919415080_maroon,Faces Canada,Ultime Pro Matte Lip Crayon - Midnight Rose,₹637,₹509
417,/makeup-revolution-powder-matte-lipstick--teddy/p/4926581050_multicolor,Makeup Revolution,Powder Matte Lipstick - Teddy,₹421,₹337
418,/revlon-super-lustrous-matte-lipstick--dolled-up-4-2-g-/p/4913463160_pink,REVLON,Super Lustrous Matte Lipstick - Dolled Up (4.2 g),₹623,₹489
419,/myglamm-pose-hd-lipstick-4-54-g--peta-approved-vegan--long-lasting--rose-pink/p/4915172490_rosepink,MyGlamm,POSE HD Lipstick 4.54 g - PETA Approved Vegan & Long Lasting - Rose Pink,₹599,₹509
420,/faces-canada-ultime-pro-matte-lip-crayon--make-me-mine/p/4919415050_brown,Faces Canada,Ultime Pro Matte Lip Crayon - Make Me Mine,₹637,₹509
421,/bella-voste-matte-lip-crayon-worth-it-05/p/4919447080_worthit05,Bella Voste,Matte Lip Crayon Worth It 05,₹149,₹127
422,/c-a-l-los-angeles-intense-matte-lipstick--rich-orchid/p/4928749890_richorchid,C.a.l Los Angeles,Intense Matte Lipstick - Rich Orchid,₹260,₹221
423,/daily-life-forever52-velvet-rose-matte-lipstick--rs019--carnation/p/4919427850_carnation,Daily Life Forever52,Velvet Rose Matte Lipstick - RS019 - Carnation,₹615,₹483
424,/l-oreal-paris-women-rouge-signature-matte-liquid-lipstick--105-i-rule/p/4919385260_105irule,L'Oreal Paris,Women Rouge Signature Matte Liquid Lipstick - 105 I Rule,₹674,No Offer
425,/colorbar-sexy-kiss-proof-gel-lipcolor--003-slinky/p/4928741570_slinky003,COLORBAR,Sexy Kiss Proof Gel Lipcolor - 003 Slinky,₹850,₹722
426,/swiss-beauty-non-transfer-matte-crayon-lipstick--plum-pick/p/4936361720_multi,Swiss Beauty,Non-Transfer Matte Crayon Lipstick - Plum Pick,₹254,₹203
427,/renee-stay-with-me-matte-lip-color--pride-of-magenta/p/4929263140_purple,Renee,Stay with Me Matte Lip Color - Pride of Magenta,₹599,₹509
428,/sugar-cosmetics-matte-attack-transferproof-lipstick--02-red-zeppelin/p/4923681880_02redzeppelinchillired,Sugar Cosmetics,Matte Attack Transferproof Lipstick - 02 Red Zeppelin,₹749,No Offer
429,/revlon-lustrous-the-luscious-matte-lipstick--crushed-rubies/p/4928742550_crushedrubies,REVLON,Lustrous The Luscious Matte Lipstick - Crushed Rubies,₹615,₹483
430,/revlon-super-lustrous-matte-lipstick--purple-aura-4-2-g-/p/4919416750_purpleaura,REVLON,Super Lustrous Matte Lipstick - Purple Aura (4.2 g),₹543,₹426
431,/renee-fab-face-nude/p/4926555710_multi,Renee,Fab Face Nude,₹750,₹637
432,/insight-cosmetics-non-transfer-matte-lipstick--outlandish/p/4924943390_outlandish,Insight Cosmetics,Non Transfer Matte Lipstick - Outlandish,₹279,₹223
433,/revlon-streetwear-satin-smooth-lipstick-tangerine-touch-4-2-g-/p/4913679880_orange,REVLON,Streetwear Satin Smooth Lipstick- Tangerine Touch (4.2 g),₹299,₹254
434,/colorbar-sinful-matte-lipstick--3-5-gm/p/4915592120_kinky013,COLORBAR,Sinful Matte Lipstick - 3.5 gm,"₹1,200","₹1,019"
435,/colorbar-sinful-matte-lipstick--3-5-gm/p/4915592120_sexy012,COLORBAR,Sinful Matte Lipstick - 3.5 gm,"₹1,299","₹1,103"
436,/myglamm-manish-malhotra-soft-matte-lipstick-candy-crush--4-54-g/p/4915169320_candycrush,MyGlamm,Manish Malhotra Soft Matte Lipstick (Candy Crush) - 4.54 g,₹799,₹679
437,/makeup-revolution-matte-bomb-liquid-lipstick/p/4926600730_pink,Makeup Revolution,Matte Bomb Liquid Lipstick,₹594,₹475
438,/sugar-cosmetics-pink-paradise-set-of-4-mini-lipstick/p/4924925040_multi,Sugar Cosmetics,Pink Paradise Set of 4 Mini Lipstick,₹999,No Offer
439,/myglamm-manish-malhotra-liquid-matte-lipstick-sugar-coral--9-07-gm/p/4915190200_sugarcoral,MyGlamm,Manish Malhotra Liquid Matte Lipstick (Sugar Coral) - 9.07 gm,₹995,₹845
440,/sugar-cosmetics-mettle-satin-lipstick--07-gabriella/p/4915188310_07gabriella,Sugar Cosmetics,Mettle Satin Lipstick - 07 Gabriella,₹999,No Offer
441,/half-n-half-velvet-matte-lip-stick--18-neon-pink/p/4929272620_pink,HALF N HALF,Velvet Matte Lip Stick - 18 Neon Pink,₹249,₹211
442,/fashion-colour-non-transfer-matt-waterproof-lipstick--40-dull-violet/p/4926536330_multi,Fashion Colour,Non-Transfer Matt Waterproof Lipstick - 40 Dull Violet,₹400,₹340
443,/m-a-c-powder-kiss-liquid--more-the-mehr-ier/p/4919418850_morethemehrier,M.A.C,Powder Kiss Liquid - More The Mehr-Ier,"₹3,100","₹2,790"
444,/revlon-colorstay-overtime-lip-color--limitless-black-cherry-8-ml-/p/4919416600_limitlessblackcherry,REVLON,Colorstay Overtime Lip Color - Limitless Black Cherry (8 ml),₹871,₹684
445,/daily-life-forever52-velvet-rose-matte-lipstick--rs006--elizabeth/p/4919427850_elizabeth,Daily Life Forever52,Velvet Rose Matte Lipstick - RS006 - Elizabeth,₹615,₹483
446,/myglamm-manish-malhotra-liquid-matte-lipstick-caramel-quest--7-gm--transfer-proof/p/4915190200_caramelquest,MyGlamm,Manish Malhotra Liquid Matte Lipstick (Caramel Quest) - 7 gm - Transfer Proof,₹799,₹679
447,/revlon-colorstay-satin-ink-liquid-lip-color--wild-ride/p/4931114760_brown,REVLON,Colorstay Satin Ink Liquid Lip Color - Wild Ride,₹699,₹559
448,/chambor-extreme-matte-long-wear-lip-crayon--praline-18/p/4926529360_multi,CHAMBOR,Extreme Matte Long Wear Lip Crayon - Praline 18,₹537,₹430
449,/myglamm-manish-malhotra-hi-shine-lipstick-mauve-struck--4-54g/p/4914751430_mauvestruck,MyGlamm,Manish Malhotra Hi Shine Lipstick (Mauve Struck)- 4.54g,₹799,₹679
450,/myglamm-manish-malhotra-hi-shine-lipstick-mauve-struck--4-54g/p/4914751430_mauvestruck,MyGlamm,Manish Malhotra Hi Shine Lipstick (Mauve Struck)- 4.54g,₹799,₹679
451,/myglamm-ultimatte-long-stay-matte-lipstick--cougar/p/4919413650_cougar,MyGlamm,UltiMatte Long Stay Matte Lipstick - Cougar,₹549,₹466
452,/sugar-cosmetics-mettle-satin-lipstick--02-elizabeth/p/4915188310_02elizabeth,Sugar Cosmetics,Mettle Satin Lipstick - 02 Elizabeth,"₹1,049",No Offer
453,/fran-wilson-moodmatcher-matte-lipstick--magenta/p/4936234220_pink,Fran Wilson Moodmatcher,Matte Lipstick - Magenta,₹590,₹501
454,/matt-look-non-transfer-lipstick--18-deep-raspberry/p/4929273650_pink,Matt Look,Non-Transfer Lipstick - 18 Deep Raspberry,₹399,₹339
455,/matt-look-velvet-smooth-lipstick/p/4929273490_red,Matt Look,Velvet Smooth Lipstick,₹399,₹339
456,/matt-look-non-transfer-lipstick--25-nude-me/p/4929273720_nude,Matt Look,Non-Transfer Lipstick - 25 Nude Me,₹399,₹339
457,/matt-look-velvet-mousse-lipstick/p/4929274740_pink,Matt Look,Velvet Mousse Lipstick,₹195,₹166
458,/sery-mattish-lipstick--toxic/p/4932874840_brown,Sery,Mattish Lipstick - Toxic,₹549,₹466
459,/sery-mattish-lipstick--chot/p/4932874520_maroon,Sery,Mattish Lipstick - Chot,₹549,₹466
460,/matt-look-crustenese-fuchsia/p/4929274750_pink,Matt Look,Crustenese Fuchsia,₹195,₹166
461,/faces-canada-comfy-matte-crayon--02-regram/p/4936523500_02regram,Faces Canada,Comfy Matte Crayon - 02 Regram,₹339,₹271
462,/myglamm-lit-2-in-1-liquid-matte-lipstick-over-achiever-4-54-gm-/p/4915169160_overachiever,MyGlamm,LIT 2 In 1 Liquid Matte Lipstick- Over Achiever (4.54 gm),₹545,₹463
463,/sugar-cosmetics-mettle-liquid-lipstick--12-talitha/p/4916926990_12talitha,Sugar Cosmetics,Mettle Liquid Lipstick - 12 Talitha,"₹1,199",No Offer
464,/matt-look-power-last-lip-stain-crayon-lipstick--choco-lava/p/4929276080_brown,Matt Look,Power Last Lip Stain Crayon Lipstick - Choco Lava,₹399,₹339
465,/charmacy-milano-stunning-longstay-liquid-lip--cherry-red-no-08/p/4924955210_cherryred08,Charmacy Milano,Stunning Longstay Liquid Lip - Cherry Red No. 08,₹525,₹420
466,/fashion-colour-silky-smooth-soft-lip-mousse--17-pink-pop/p/4928759290_pinkpop,Fashion Colour,Silky Smooth Soft Lip Mousse - 17 Pink Pop,₹300,₹255
467,/m-a-c-powder-kiss-velvet-blur-slim-stick--love-clove/p/4936843040_purple,M.A.C,Powder Kiss Velvet Blur Slim Stick - Love Clove,"₹3,100","₹2,790"
468,/myglamm-pose-hd-lipstick-4-54-g--peta-approved-vegan--long-lasting--nude-mauve/p/4915172490_nudemauve,MyGlamm,POSE HD Lipstick 4.54 g - PETA Approved Vegan & Long Lasting - Nude Mauve,₹599,₹509
469,/daily-life-forever52-forever52-velvet-matte-lipstick-ft009/p/4919425950_chestnut,Daily Life Forever52,Forever52 Velvet Matte Lipstick FT009,₹550,₹432
470,/myglamm-lit-liquid-matte-lipstick--watermelon-sugar/p/4926573220_multi,MyGlamm,Lit Liquid Matte Lipstick - Watermelon Sugar,₹395,₹335
471,/m-a-c-amplified-creme-lipstick--brick-o-la/p/4919418720_brickola,M.A.C,Amplified Creme Lipstick - Brick-O-La,"₹2,300",No Offer
472,/myglamm-women-lit-liquid-matte-lipstick--pie-hunt/p/4915190490_piehunt,MyGlamm,Women LIT Liquid Matte Lipstick - Pie Hunt,₹395,₹335
473,/myglamm-manish-malhotra-hi-shine-lipstick/p/4914751430_wildrose,MyGlamm,Manish Malhotra Hi shine Lipstick,₹799,₹679
474,/makeup-revolution-cherry-132-matte-lipstick/p/4919443020_red,Makeup Revolution,Cherry 132 Matte Lipstick,₹421,₹337
475,/c-a-l-los-angeles-intense-matte-lipstick--oxblood/p/4928749890_oxblood,C.a.l Los Angeles,Intense Matte Lipstick - Oxblood,₹260,₹221
476,/fran-wilson-moodmatcher-colour-changing-lipstick--dark-blue/p/4936234150_blue,Fran Wilson Moodmatcher,Colour Changing Lipstick - Dark Blue,₹590,₹501
477,/myglamm-manish-malhotra-hi-shine-lipstick/p/4914751430_cocoalove,MyGlamm,Manish Malhotra Hi shine Lipstick,₹799,₹679
478,/lakme-9-to5-primer--matte-liquid-lip-color-mo1/p/4928482980_confidentcoral,LAKME,9 to5 Primer & Matte Liquid Lip Color- MO1,₹349,₹279
479,/neyah-liquid-matte-lipstick--belgravia/p/4926605120_brown,Neyah,Liquid Matte Lipstick - Belgravia,₹199,₹169
480,/faces-canada-ultime-pro-matte-lip-crayon--evening-star/p/4919414920_purple,Faces Canada,Ultime Pro Matte Lip Crayon - Evening Star,₹594,₹475
481,/myglamm-manish-malhotra-soft-matte-lipstick-poppy-pink--4-54g/p/4915169320_poppypink,MyGlamm,Manish Malhotra Soft Matte Lipstick (Poppy Pink) - 4.54g,₹799,₹679
482,/myglamm-manish-malhotra-high-shine-lipstick--4-54-g/p/4914751430_rubyrunway,MyGlamm,Manish Malhotra High-Shine Lipstick - 4.54 g,₹799,₹679
483,/matt-look-power-last-lip-stain-crayon-lipstick--cherry-red/p/4929276030_red,Matt Look,Power Last Lip Stain Crayon Lipstick - Cherry Red,₹399,₹339
484,/myglamm-manish-malhotra-hi-shine-lipstick-fuchsia-fantasy--4-54g/p/4914751430_fuchsiafantasy,MyGlamm,Manish Malhotra Hi Shine Lipstick (Fuchsia Fantasy)- 4.54g,₹799,₹679
485,/faces-canada-ultime-pro-matte-lip-crayon-divine-rose-2-8-g-/p/4919415180_pink,Faces Canada,Ultime Pro Matte Lip Crayon- Divine Rose (2.8 g),₹637,₹509
486,/streetwear-matte-lipstick--naked-brown/p/4919417150_nakedbrown,STREETWEAR,Matte Lipstick - Naked Brown,₹499,₹424
487,/myglamm-manish-malhotra-high-shine-lipstick--4-54-g/p/4914751430_roseromance,MyGlamm,Manish Malhotra High-Shine Lipstick - 4.54 g,₹799,₹679
488,/makeup-revolution-powder-matte-lipstick--ornate/p/4926578140_multicolor,Makeup Revolution,Powder Matte Lipstick - Ornate,₹421,₹337
489,/myglamm-women-lit-liquid-matte-lipstick--dmslide/p/4915190360_dmslide,MyGlamm,Women LIT Liquid Matte Lipstick - Dmslide,₹395,₹335
490,/fashion-colour-non-transfer-matt-waterproof-lipstick--43-red-iron/p/4926540300_multi,Fashion Colour,Non-Transfer Matt Waterproof Lipstick - 43 Red Iron,₹400,₹340
491,/daily-life-forever52-velvet-rose-matte-lipstick--rs014--cosmos/p/4919427850_cosmos,Daily Life Forever52,Velvet Rose Matte Lipstick - RS014 - Cosmos,₹615,₹483
492,/myglamm-lit-2-in-1-liquid-matte-lipstick-heart-breaker-4-54-gm-/p/4915169160_heartbreaker,MyGlamm,LIT 2 In 1 Liquid Matte Lipstick- Heart Breaker (4.54 gm),₹545,₹463
493,/myglamm-women-lit-liquid-matte-lipstick--cu46/p/4915190370_cu46,MyGlamm,Women LIT Liquid Matte Lipstick - Cu46,₹395,₹335
494,/fashion-colour-fashion-colour-kiss-lip-no-transfer-lipstick--14-khaki-light/p/4926549950_multi,Fashion Colour,Fashion Colour Kiss Lip No Transfer Lipstick - 14 Khaki Light,₹299,₹254
495,/myglamm-manish-malhotra-high-shine-lipstick--4-54-g/p/4914751430_roseromance,MyGlamm,Manish Malhotra High-Shine Lipstick - 4.54 g,₹799,₹679
496,/makeup-revolution-powder-matte-lipstick--ornate/p/4926578140_multicolor,Makeup Revolution,Powder Matte Lipstick - Ornate,₹421,₹337
497,/myglamm-women-lit-liquid-matte-lipstick--dmslide/p/4915190360_dmslide,MyGlamm,Women LIT Liquid Matte Lipstick - Dmslide,₹395,₹335
498,/fashion-colour-non-transfer-matt-waterproof-lipstick--43-red-iron/p/4926540300_multi,Fashion Colour,Non-Transfer Matt Waterproof Lipstick - 43 Red Iron,₹400,₹340
499,/daily-life-forever52-velvet-rose-matte-lipstick--rs014--cosmos/p/4919427850_cosmos,Daily Life Forever52,Velvet Rose Matte Lipstick - RS014 - Cosmos,₹615,₹483
500,/myglamm-lit-2-in-1-liquid-matte-lipstick-heart-breaker-4-54-gm-/p/4915169160_heartbreaker,MyGlamm,LIT 2 In 1 Liquid Matte Lipstick- Heart Breaker (4.54 gm),₹545,₹463
